row,type,name,province,county,district,rural,hierarchicalCode,nationalId
3406,شهرستان,فنوج,سیستان و بلوچستان,,,,2128,1000002830
3407,بخش,مرکزی,سیستان و بلوچستان,فنوج,,,212810,1000010759
3408,دهستان,فنوج,سیستان و بلوچستان,فنوج,مرکزی,,21281010,1000030666
3409,دهستان,مسکوتان,سیستان و بلوچستان,فنوج,مرکزی,,21281011,1000030674
3410,شهر,فنوج,سیستان و بلوچستان,فنوج,مرکزی,,212810500,1000048536
3411,بخش,گتیج,سیستان و بلوچستان,فنوج,,,212811,1000010767
3412,دهستان,گتیج,سیستان و بلوچستان,فنوج,گتیج,,21281110,1000030682
3413,دهستان,محترم آباد,سیستان و بلوچستان,فنوج,گتیج,,21281111,1000030690
3414,شهر,گتیج,سیستان و بلوچستان,فنوج,گتیج,,212811500,1000341477
3415,شهرستان,بمپور,سیستان و بلوچستان,,,,2129,1000372530
3416,بخش,مرکزی,سیستان و بلوچستان,بمپور,,,212910,1000010353
3417,دهستان,بمپورشرقی,سیستان و بلوچستان,بمپور,مرکزی,,21291010,1000029700
3418,دهستان,خیرآباد,سیستان و بلوچستان,بمپور,مرکزی,,21291011,1000372506
3419,شهر,بمپور,سیستان و بلوچستان,بمپور,مرکزی,,212910500,1000048239
3420,شهر,محمدان,سیستان و بلوچستان,بمپور,مرکزی,,212910501,1000048247
3421,بخش,کلاتان,سیستان و بلوچستان,بمپور,,,212911,1000372522
3422,دهستان,بمپورغربی,سیستان و بلوچستان,بمپور,کلاتان,,21291110,1000029718
3423,دهستان,میر آباد,سیستان و بلوچستان,بمپور,کلاتان,,21291111,1000372514
3424,شهر,قاسم آباد,سیستان و بلوچستان,بمپور,کلاتان,,212911500,1001034121
3425,شهرستان,تفتان,سیستان و بلوچستان,,,,2130,1001187267
3426,بخش,مرکزی,سیستان و بلوچستان,تفتان,,,213010,1000010437
3427,دهستان,اسکل آباد,سیستان و بلوچستان,تفتان,مرکزی,,21301010,1000029916
3428,دهستان,تفتان جنوبی,سیستان و بلوچستان,تفتان,مرکزی,,21301011,1000029924
3429,شهر,نوک آب,سیستان و بلوچستان,تفتان,مرکزی,,213010500,1000048338
3430,بخش,گوهرکوه,سیستان و بلوچستان,تفتان,,,213011,1001187259
3431,دهستان,شیرآباد,سیستان و بلوچستان,تفتان,گوهرکوه,,21301110,1001187234
3432,دهستان,گوهر کوه,سیستان و بلوچستان,تفتان,گوهرکوه,,21301111,1000029932
3433,بخش,نازیل,سیستان و بلوچستان,تفتان,,,213012,1001187242
3434,دهستان,چاه احمد,سیستان و بلوچستان,تفتان,نازیل,,21301210,1001187226
3435,دهستان,نازیل,سیستان و بلوچستان,تفتان,نازیل,,21301211,1000029940
3436,شهرستان,سرباز,سیستان و بلوچستان,,,,2131,1001187333
3437,بخش,مرکزی,سیستان و بلوچستان,سرباز,,,213110,1000010494
3438,دهستان,سرباز,سیستان و بلوچستان,سرباز,مرکزی,,21311010,1000030088
3439,دهستان,سرکور,سیستان و بلوچستان,سرباز,مرکزی,,21311011,1000030096
3440,شهر,سرباز,سیستان و بلوچستان,سرباز,مرکزی,,213110500,1000048379
3441,بخش,کیشکور,سیستان و بلوچستان,سرباز,,,213111,1001187325
3442,دهستان,کیشکور,سیستان و بلوچستان,سرباز,کیشکور,,21311110,1000030104
3443,دهستان,مچان,سیستان و بلوچستان,سرباز,کیشکور,,21311111,1001187291
3444,بخش,مینان,سیستان و بلوچستان,سرباز,,,213112,1001187317
3445,دهستان,گزور,سیستان و بلوچستان,سرباز,مینان,,21311210,1001187309
3446,دهستان,مینان,سیستان و بلوچستان,سرباز,مینان,,21311211,1000030112
3447,بخش,نسکند,سیستان و بلوچستان,سرباز,,,213113,1001187283
3448,دهستان,نسکند,سیستان و بلوچستان,سرباز,نسکند,,21311310,1000030120
3449,دهستان,بلوچی,سیستان و بلوچستان,سرباز,نسکند,,21311311,1001187275
3450,شهرستان,دشتیاری,سیستان و بلوچستان,,,,2132,1001187366
3451,بخش,مرکزی,سیستان و بلوچستان,دشتیاری,,,213210,1000010379
3452,دهستان,سندمیرثوبان,سیستان و بلوچستان,دشتیاری,مرکزی,,21321010,1000029759
3453,دهستان,نگور,سیستان و بلوچستان,دشتیاری,مرکزی,,21321011,1000029767
3454,شهر,نگور,سیستان و بلوچستان,دشتیاری,مرکزی,,213210500,1000048262
3455,شهر,بریس,سیستان و بلوچستان,دشتیاری,مرکزی,,213210501,1000999068
3456,بخش,باهوکلات,سیستان و بلوچستان,دشتیاری,,,213211,1001187358
3457,دهستان,باهوکلات,سیستان و بلوچستان,دشتیاری,باهوکلات,,21321110,1000029742
3458,دهستان,درگس,سیستان و بلوچستان,دشتیاری,باهوکلات,,21321111,1001187341
3459,شهرستان,گلشن,سیستان و بلوچستان,,,,2133,1002600789
3460,بخش,مرکزی,سیستان و بلوچستان,گلشن,,,213310,1000010403
3461,دهستان,جلاق,سیستان و بلوچستان,گلشن,مرکزی,,21331010,1000029809
3462,دهستان,سینگان,سیستان و بلوچستان,گلشن,مرکزی,,21331011,1002600755
3463,شهر,جلاق,سیستان و بلوچستان,گلشن,مرکزی,,213310500,1000048304
3464,بخش,کله گان,سیستان و بلوچستان,گلشن,,,213311,1002600771
3465,دهستان,کله گان,سیستان و بلوچستان,گلشن,کله گان,,21331110,1000029817
3466,دهستان,شند اشکندان,سیستان و بلوچستان,گلشن,کله گان,,21331111,1002600763
3467,شهرستان,لاشار,سیستان و بلوچستان,,,,2134,1002657011
3468,بخش,مرکزی,سیستان و بلوچستان,لاشار,,,213410,1000010478
3469,دهستان,لاشارشملای,سیستان و بلوچستان,لاشار,مرکزی,,21341011,1000030054
3470,دهستان,زیرباندار,سیستان و بلوچستان,لاشار,مرکزی,,21341013,1002656971
3471,شهر,اسپکه,سیستان و بلوچستان,لاشار,مرکزی,,213410500,1000048361
3472,بخش,پیپ,سیستان و بلوچستان,لاشار,,,213411,1002657003
3473,دهستان,لاشار جنوبی,سیستان و بلوچستان,لاشار,پیپ,,21341110,1000030047
3474,دهستان,بتک سرحد,سیستان و بلوچستان,لاشار,پیپ,,21341111,1002656997
3475,شهرستان,زرآباد,سیستان و بلوچستان,,,,2135,1002657185
3476,بخش,مرکزی,سیستان و بلوچستان,زرآباد,,,213510,1000010544
3477,دهستان,زرآبادشرقی,سیستان و بلوچستان,زرآباد,مرکزی,,21351010,1000030211
3478,دهستان,اسماعیل چاه,سیستان و بلوچستان,زرآباد,مرکزی,,21351011,1002657151
3479,شهر,زرآباد,سیستان و بلوچستان,زرآباد,مرکزی,,213510500,1000048411
3480,بخش,کاروان,سیستان و بلوچستان,زرآباد,,,213511,1002657177
3481,دهستان,زرآبادغربی,سیستان و بلوچستان,زرآباد,کاروان,,21351110,1000030229
3482,دهستان,تنبلان,سیستان و بلوچستان,زرآباد,کاروان,,21351111,1002657169
3483,استان,کردستان,,,,,22,1000000149
3484,شهرستان,بیجار,کردستان,,,,2210,1000002848
3485,بخش,مرکزی,کردستان,بیجار,,,221010,1000010775
3486,دهستان,حومه,کردستان,بیجار,مرکزی,,22101010,1000030708
3487,دهستان,خور خوره,کردستان,بیجار,مرکزی,,22101011,1000030716
3488,دهستان,سیاه منصور,کردستان,بیجار,مرکزی,,22101012,1000030724
3489,دهستان,سیلتان,کردستان,بیجار,مرکزی,,22101013,1000030732
3490,دهستان,نجف آباد,کردستان,بیجار,مرکزی,,22101014,1000030740
3491,شهر,بیجار,کردستان,بیجار,مرکزی,,221010500,1000048544
3492,شهر,توپ آغاج,کردستان,بیجار,مرکزی,,221010501,1000048551
3493,بخش,چنگ لاماس,کردستان,بیجار,,,221011,1000010783
3494,دهستان,بابارشانی,کردستان,بیجار,چنگ لاماس,,22101110,1000030757
3495,دهستان,پیرتاج,کردستان,بیجار,چنگ لاماس,,22101111,1000030765
3496,دهستان,خسرو آباد,کردستان,بیجار,چنگ لاماس,,22101112,1000030773
3497,شهر,بابار شانی,کردستان,بیجار,چنگ لاماس,,221011500,1000048569
3498,شهر,پیر تاج,کردستان,بیجار,چنگ لاماس,,221011501,1000048577
3499,بخش,کرانی,کردستان,بیجار,,,221012,1000010791
3500,دهستان,طغامین,کردستان,بیجار,کرانی,,22101210,1000030781
3501,دهستان,کرانی,کردستان,بیجار,کرانی,,22101211,1000030799
3502,دهستان,گرگین,کردستان,بیجار,کرانی,,22101212,1000030807
3503,شهر,یاسوکند,کردستان,بیجار,کرانی,,221012500,1000048585
3504,شهرستان,سنندج,کردستان,,,,2211,1000002855
3505,بخش,مرکزی,کردستان,سنندج,,,221110,1000010809
3506,دهستان,آبیدر,کردستان,سنندج,مرکزی,,22111010,1000030815
3507,دهستان,آرندان,کردستان,سنندج,مرکزی,,22111011,1000030823
3508,دهستان,حومه,کردستان,سنندج,مرکزی,,22111012,1000030831
3509,دهستان,نران,کردستان,سنندج,مرکزی,,22111013,1000030849
3510,دهستان,سراب قامیش,کردستان,سنندج,مرکزی,,22111014,1000030856
3511,شهر,سنندج,کردستان,سنندج,مرکزی,,221110500,1000048593
3512,بخش,کلاترزان,کردستان,سنندج,,,221111,1000010817
3513,دهستان,ژاورود غربی,کردستان,سنندج,کلاترزان,,22111110,1000030864
3514,دهستان,کلاترزان,کردستان,سنندج,کلاترزان,,22111111,1000030872
3515,دهستان,نگل,کردستان,سنندج,کلاترزان,,22111112,1000030880
3516,شهر,شویشه,کردستان,سنندج,کلاترزان,,221111500,1000048601
3517,بخش,حسین آباد,کردستان,سنندج,,,221112,1000010825
3518,دهستان,حسین آباد جنوبی,کردستان,سنندج,حسین آباد,,22111210,1000030898
3519,دهستان,حسین آبادشمالی,کردستان,سنندج,حسین آباد,,22111211,1000030906
3520,شهر,حسین آباد,کردستان,سنندج,حسین آباد,,221112500,1000212983
3521,بخش,سیروان,کردستان,سنندج,,,221113,1000010833
3522,دهستان,ژاورودشرقی,کردستان,سنندج,سیروان,,22111310,1000030914
3523,دهستان,میانرود,کردستان,سنندج,سیروان,,22111311,1000030922
3524,شهرستان,سقز,کردستان,,,,2212,1000002863
3525,بخش,مرکزی,کردستان,سقز,,,221210,1000010841
3526,دهستان,ترجان,کردستان,سقز,مرکزی,,22121010,1000030930
3527,دهستان,تموغه,کردستان,سقز,مرکزی,,22121011,1000030948
3528,دهستان,سرا,کردستان,سقز,مرکزی,,22121012,1000030955
3529,دهستان,میرده,کردستان,سقز,مرکزی,,22121013,1000030963
3530,شهر,سقز,کردستان,سقز,مرکزی,,221210500,1000048619
3531,بخش,زیویه,کردستان,سقز,,,221211,1000010858
3532,دهستان,صاحب,کردستان,سقز,زیویه,,22121110,1000030971
3533,دهستان,گل تپه,کردستان,سقز,زیویه,,22121111,1000030989
3534,شهر,صاحب,کردستان,سقز,زیویه,,221211500,1000048627
3535,بخش,سرشیو,کردستان,سقز,,,221212,1000010866
3536,دهستان,ذولافقار,کردستان,سقز,سرشیو,,22121210,1000030997
3537,دهستان,چهل چشمه غربی,کردستان,سقز,سرشیو,,22121211,1000031003
3538,بخش,امام,کردستان,سقز,,,221213,1000010874
3539,دهستان,امام,کردستان,سقز,امام,,22121310,1000031011
3540,دهستان,تیلکوه,کردستان,سقز,امام,,22121311,1000031029
3541,دهستان,خورخوره,کردستان,سقز,امام,,22121312,1000031037
3542,شهر,سنته,کردستان,سقز,امام,,221213500,1000220077
3543,شهرستان,بانه,کردستان,,,,2213,1000002871
3544,بخش,مرکزی,کردستان,بانه,,,221310,1000010882
3545,دهستان,شوی,کردستان,بانه,مرکزی,,22131010,1000031045
3546,شهر,بانه,کردستان,بانه,مرکزی,,221310500,1000048635
3547,بخش,آرمرده,کردستان,بانه,,,221311,1000010890
3548,دهستان,پشت آربابا,کردستان,بانه,آرمرده,,22131110,1000031052
3549,دهستان,بله که,کردستان,بانه,آرمرده,,22131111,1000031060
3550,شهر,آرمرده,کردستان,بانه,آرمرده,,221311500,1000048643
3551,بخش,نمشیر,کردستان,بانه,,,221312,1000010908
3552,دهستان,کانی سور,کردستان,بانه,نمشیر,,22131210,1000031078
3553,دهستان,نمه شیر,کردستان,بانه,نمشیر,,22131211,1000031086
3554,دهستان,بولاحسن,کردستان,بانه,نمشیر,,22131212,1000031094
3555,شهر,کانی سور,کردستان,بانه,نمشیر,,221312500,1000048650
3556,بخش,ننور,کردستان,بانه,,,221313,1000010916
3557,دهستان,بوئین,کردستان,بانه,ننور,,22131310,1000031102
3558,دهستان,ننور,کردستان,بانه,ننور,,22131311,1000031110
3559,شهر,بوئین سفلی,کردستان,بانه,ننور,,221313500,1000048668
3560,شهرستان,مریوان,کردستان,,,,2214,1000002889
3561,بخش,مرکزی,کردستان,مریوان,,,221410,1000010924
3562,دهستان,زریوار,کردستان,مریوان,مرکزی,,22141010,1000031128
3563,دهستان,سرگل,کردستان,مریوان,مرکزی,,22141011,1000031136
3564,دهستان,کوماسی,کردستان,مریوان,مرکزی,,22141012,1000031144
3565,شهر,مریوان,کردستان,مریوان,مرکزی,,221410500,1000048676
3566,شهر,کانی دینار,کردستان,مریوان,مرکزی,,221410501,1000048684
3567,بخش,خاوومیرآباد,کردستان,مریوان,,,221411,1000010932
3568,دهستان,خاوومیرآباد,کردستان,مریوان,خاوومیرآباد,,22141110,1000031151
3569,شهر,برده رشه,کردستان,مریوان,خاوومیرآباد,,221411500,1000048692
3570,بخش,سرشیو,کردستان,مریوان,,,221412,1000010940
3571,دهستان,سرشیو,کردستان,مریوان,سرشیو,,22141210,1000031169
3572,دهستان,گلچیدر,کردستان,مریوان,سرشیو,,22141211,1000031177
3573,شهر,چناره,کردستان,مریوان,سرشیو,,221412500,1000048700
3574,شهرستان,قروه,کردستان,,,,2215,1000002897
3575,بخش,مرکزی,کردستان,قروه,,,221510,1000010957
3576,دهستان,بدر,کردستان,قروه,مرکزی,,22151010,1000031185
3577,دهستان,پنجه علی,کردستان,قروه,مرکزی,,22151011,1000031193
3578,دهستان,پنجه علی جنوبی,کردستان,قروه,مرکزی,,22151012,1000031201
3579,شهر,قروه,کردستان,قروه,مرکزی,,221510500,1000048718
3580,بخش,چهار دولی,کردستان,قروه,,,221511,1000010965
3581,دهستان,چهاردولی شرقی,کردستان,قروه,چهار دولی,,22151110,1000031219
3582,دهستان,چهاردولی غربی,کردستان,قروه,چهار دولی,,22151111,1000031227
3583,شهر,دزج,کردستان,قروه,چهار دولی,,221511500,1000048734
3584,بخش,سریش آباد,کردستان,قروه,,,221512,1000010973
3585,دهستان,قصلان,کردستان,قروه,سریش آباد,,22151210,1000031235
3586,دهستان,لک,کردستان,قروه,سریش آباد,,22151211,1000031243
3587,دهستان,یلاغوزآغاج,کردستان,قروه,سریش آباد,,22151212,1000031250
3588,شهر,سریش آباد,کردستان,قروه,سریش آباد,,221512500,1000048742
3589,بخش,دلبران,کردستان,قروه,,,221513,1000010981
3590,دهستان,دلبران,کردستان,قروه,دلبران,,22151310,1000031268
3591,دهستان,ملاوجه,کردستان,قروه,دلبران,,22151311,1000031276
3592,شهر,دلبران,کردستان,قروه,دلبران,,221513500,1000048726
3593,شهر,ملاوجه,کردستان,قروه,دلبران,,221513501,1000227239
3594,شهرستان,دیواندره,کردستان,,,,2216,1000002905
3595,بخش,مرکزی,کردستان,دیواندره,,,221610,1000010999
3596,دهستان,چهل چشمه,کردستان,دیواندره,مرکزی,,22161010,1000031284
3597,دهستان,حومه,کردستان,دیواندره,مرکزی,,22161011,1000031292
3598,دهستان,قراتوره,کردستان,دیواندره,مرکزی,,22161012,1000031300
3599,شهر,دیواندره,کردستان,دیواندره,مرکزی,,221610500,1000048759
3600,بخش,کرفتو,کردستان,دیواندره,,,221611,1000011005
3601,دهستان,اوباتو,کردستان,دیواندره,کرفتو,,22161110,1000031318
3602,دهستان,زرینه,کردستان,دیواندره,کرفتو,,22161111,1000031326
3603,دهستان,کانی شیرین,کردستان,دیواندره,کرفتو,,22161112,1000031334
3604,شهر,زرینه,کردستان,دیواندره,کرفتو,,221611500,1000048767
3605,بخش,سارلا,کردستان,دیواندره,,,221612,1000011013
3606,دهستان,سارلا,کردستان,دیواندره,سارلا,,22161210,1000031342
3607,دهستان,کوله,کردستان,دیواندره,سارلا,,22161211,1000031359
3608,شهر,هزارکانیان,کردستان,دیواندره,سارلا,,221612500,1000228831
3609,شهرستان,کامیاران,کردستان,,,,2217,1000002913
3610,بخش,مرکزی,کردستان,کامیاران,,,221710,1000011021
3611,دهستان,بیلوار,کردستان,کامیاران,مرکزی,,22171010,1000031367
3612,دهستان,ژاو رود,کردستان,کامیاران,مرکزی,,22171011,1000031375
3613,دهستان,شاهو,کردستان,کامیاران,مرکزی,,22171012,1000031383
3614,شهر,کامیاران,کردستان,کامیاران,مرکزی,,221710500,1000048775
3615,بخش,موچش,کردستان,کامیاران,,,221711,1000011039
3616,دهستان,امیر آباد,کردستان,کامیاران,موچش,,22171110,1000031391
3617,دهستان,سورسور,کردستان,کامیاران,موچش,,22171111,1000031409
3618,دهستان,گاورود,کردستان,کامیاران,موچش,,22171112,1000031417
3619,دهستان,عوالان,کردستان,کامیاران,موچش,,22171113,1000031425
3620,شهر,موچش,کردستان,کامیاران,موچش,,221711500,1000048783
3621,شهرستان,سروآباد,کردستان,,,,2218,1000002921
3622,بخش,مرکزی,کردستان,سروآباد,,,221810,1000011047
3623,دهستان,بیساران,کردستان,سروآباد,مرکزی,,22181010,1000031433
3624,دهستان,پایگلان,کردستان,سروآباد,مرکزی,,22181011,1000031441
3625,دهستان,رزآب,کردستان,سروآباد,مرکزی,,22181012,1000031458
3626,دهستان,کوسالان,کردستان,سروآباد,مرکزی,,22181013,1000031466
3627,دهستان,ژریژه,کردستان,سروآباد,مرکزی,,22181014,1000031474
3628,دهستان,دزلی,کردستان,سروآباد,مرکزی,,22181015,1000031482
3629,شهر,سرو آباد,کردستان,سروآباد,مرکزی,,221810500,1000048791
3630,بخش,اورامان,کردستان,سروآباد,,,221811,1000011054
3631,دهستان,اورامان تخت,کردستان,سروآباد,اورامان,,22181110,1000031490
3632,دهستان,شلایار,کردستان,سروآباد,اورامان,,22181111,1000031508
3633,شهر,اورامان تخت,کردستان,سروآباد,اورامان,,221811500,1000048809
3634,شهرستان,دهگلان,کردستان,,,,2219,1000002939
3635,بخش,مرکزی,کردستان,دهگلان,,,221910,1000011062
3636,دهستان,ئیالق شمالی,کردستان,دهگلان,مرکزی,,22191010,1000031516
3637,دهستان,حومه دهگلان,کردستان,دهگلان,مرکزی,,22191011,1000031524
3638,دهستان,قوری چای,کردستان,دهگلان,مرکزی,,22191012,1000031532
3639,شهر,دهگلان,کردستان,دهگلان,مرکزی,,221910500,1000048817
3640,بخش,بلبان آباد,کردستان,دهگلان,,,221911,1000011070
3641,دهستان,ئیلاق جنوبی,کردستان,دهگلان,بلبان آباد,,22191110,1000031540
3642,دهستان,سیس,کردستان,دهگلان,بلبان آباد,,22191111,1000031557
3643,شهر,بلبان آباد,کردستان,دهگلان,بلبان آباد,,221911500,1000048825
3644,استان,هرمزگان,,,,,23,1000000156
3645,شهرستان,بندرعباس,هرمزگان,,,,2310,1000002947
3646,بخش,مرکزی,هرمزگان,بندرعباس,,,231010,1000011088
3647,دهستان,ایسین,هرمزگان,بندرعباس,مرکزی,,23101010,1000031565
3648,دهستان,تازیان,هرمزگان,بندرعباس,مرکزی,,23101011,1000031573
3649,دهستان,سیاهو,هرمزگان,بندرعباس,مرکزی,,23101012,1000031581
3650,دهستان,گچین,هرمزگان,بندرعباس,مرکزی,,23101013,1000031599
3651,دهستان,سرخون,هرمزگان,بندرعباس,مرکزی,,23101014,1000031607
3652,شهر,بندر عباس,هرمزگان,بندرعباس,مرکزی,,231010500,1000048833
3653,شهر,تازیان پائین,هرمزگان,بندرعباس,مرکزی,,231010501,1000048841
3654,بخش,فین,هرمزگان,بندرعباس,,,231011,1000011096
3655,دهستان,فین,هرمزگان,بندرعباس,فین,,23101110,1000031615
3656,دهستان,گهره,هرمزگان,بندرعباس,فین,,23101111,1000031623
3657,شهر,فین,هرمزگان,بندرعباس,فین,,231011500,1000048858
3658,بخش,تخت,هرمزگان,بندرعباس,,,231012,1000011104
3659,دهستان,تخت,هرمزگان,بندرعباس,تخت,,23101211,1000031649
3660,دهستان,جلابی,هرمزگان,بندرعباس,تخت,,23101212,1002574273
3661,شهر,تخت,هرمزگان,بندرعباس,تخت,,231012500,1000048866
3662,بخش,قلعه قاضی,هرمزگان,بندرعباس,,,231013,1000011112
3663,دهستان,قلعه قاضی,هرمزگان,بندرعباس,قلعه قاضی,,23101310,1000031656
3664,دهستان,دهنو,هرمزگان,بندرعباس,قلعه قاضی,,23101311,1000031664
3665,شهر,قلعه قاضی,هرمزگان,بندرعباس,قلعه قاضی,,231013500,1000048874
3666,بخش,هرمز,هرمزگان,بندرعباس,,,231014,1000011229
3667,شهر,هرمز,هرمزگان,بندرعباس,هرمز,,231014500,1000049005
3668,بخش,شمیل,هرمزگان,بندرعباس,,,231015,1002574299
3669,دهستان,شمیل,هرمزگان,بندرعباس,شمیل,,23101510,1000031631
3670,دهستان,حسن لنگی,هرمزگان,بندرعباس,شمیل,,23101511,1002574281
3671,شهرستان,بندرلنگه,هرمزگان,,,,2311,1000002954
3672,بخش,مرکزی,هرمزگان,بندرلنگه,,,231110,1000011120
3673,دهستان,حومه,هرمزگان,بندرلنگه,مرکزی,,23111010,1000031672
3674,دهستان,مغویه,هرمزگان,بندرلنگه,مرکزی,,23111011,1000031680
3675,شهر,بندر لنگه,هرمزگان,بندرلنگه,مرکزی,,231110500,1000048882
3676,شهر,کنگ,هرمزگان,بندرلنگه,مرکزی,,231110501,1000048890
3677,بخش,شیبکوه,هرمزگان,بندرلنگه,,,231111,1000011138
3678,دهستان,چارک,هرمزگان,بندرلنگه,شیبکوه,,23111110,1000031698
3679,دهستان,مقام,هرمزگان,بندرلنگه,شیبکوه,,23111111,1000031706
3680,شهر,چارک,هرمزگان,بندرلنگه,شیبکوه,,231111500,1000048908
3681,بخش,کیش,هرمزگان,بندرلنگه,,,231112,1000011146
3682,دهستان,کیش,هرمزگان,بندرلنگه,کیش,,23111210,1000031714
3683,دهستان,الوان,هرمزگان,بندرلنگه,کیش,,23111211,1000031722
3684,شهر,کیش,هرمزگان,بندرلنگه,کیش,,231112500,1000048916
3685,بخش,مهران,هرمزگان,بندرلنگه,,,231113,1000011153
3686,دهستان,دژگان,هرمزگان,بندرلنگه,مهران,,23111310,1000031730
3687,دهستان,مهران,هرمزگان,بندرلنگه,مهران,,23111311,1000031748
3688,شهر,لمزان,هرمزگان,بندرلنگه,مهران,,231113500,1000048924
3689,شهرستان,میناب,هرمزگان,,,,2312,1000002962
3690,بخش,مرکزی,هرمزگان,میناب,,,231210,1000011161
3691,دهستان,تیاب,هرمزگان,میناب,مرکزی,,23121010,1000031755
3692,دهستان,حومه,هرمزگان,میناب,مرکزی,,23121011,1000031763
3693,دهستان,کریان,هرمزگان,میناب,مرکزی,,23121012,1000031771
3694,دهستان,گوربند,هرمزگان,میناب,مرکزی,,23121013,1000031789
3695,شهر,میناب,هرمزگان,میناب,مرکزی,,231210500,1000048932
3696,شهر,تیرور,هرمزگان,میناب,مرکزی,,231210501,1000048940
3697,بخش,سندرک,هرمزگان,میناب,,,231211,1000011179
3698,دهستان,بندر,هرمزگان,میناب,سندرک,,23121110,1000031797
3699,دهستان,درپهن,هرمزگان,میناب,سندرک,,23121111,1000031805
3700,دهستان,سندرک,هرمزگان,میناب,سندرک,,23121112,1000031813
3701,شهر,سندرک,هرمزگان,میناب,سندرک,,231211500,1000048957
3702,بخش,توکهور,هرمزگان,میناب,,,231212,1000011187
3703,دهستان,توکهور,هرمزگان,میناب,توکهور,,23121210,1000031821
3704,دهستان,چراغ آباد,هرمزگان,میناب,توکهور,,23121211,1000031839
3705,شهر,هشتبندی,هرمزگان,میناب,توکهور,,231212500,1000048965
3706,بخش,بندزرک,هرمزگان,میناب,,,231213,1000011195
3707,دهستان,بندزرک,هرمزگان,میناب,بندزرک,,23121310,1000031847
3708,دهستان,کرگان,هرمزگان,میناب,بندزرک,,23121311,1000031854
3709,شهر,بندزرک,هرمزگان,میناب,بندزرک,,231213500,1000212934
3710,شهر,زهوکی,هرمزگان,میناب,بندزرک,,231213501,1000416394
3711,شهر,کرگان,هرمزگان,میناب,بندزرک,,231213502,1000416725
3712,شهرستان,قشم,هرمزگان,,,,2313,1000002970
3713,بخش,مرکزی,هرمزگان,قشم,,,231310,1000011203
3714,دهستان,حومه,هرمزگان,قشم,مرکزی,,23131010,1000031862
3715,دهستان,رمکان,هرمزگان,قشم,مرکزی,,23131011,1000031870
3716,دهستان,لارک,هرمزگان,قشم,مرکزی,,23131012,1000031912
3717,شهر,قشم,هرمزگان,قشم,مرکزی,,231310500,1000048973
3718,شهر,درگهان,هرمزگان,قشم,مرکزی,,231310501,1000048981
3719,شهر,رمکان,هرمزگان,قشم,مرکزی,,231310502,1000416956
3720,بخش,شهاب,هرمزگان,قشم,,,231311,1000011211
3721,دهستان,سوزا,هرمزگان,قشم,شهاب,,23131111,1000031896
3722,دهستان,هنگام,هرمزگان,قشم,شهاب,,23131113,1000031920
3723,شهر,سوزا,هرمزگان,قشم,شهاب,,231311500,1000048999
3724,بخش,حرا,هرمزگان,قشم,,,231313,1000371763
3725,دهستان,دولاب,هرمزگان,قشم,حرا,,23131310,1000031888
3726,دهستان,صلخ,هرمزگان,قشم,حرا,,23131311,1000031904
3727,شهر,طبل,هرمزگان,قشم,حرا,,231313500,1000417285
3728,شهر,لافت,هرمزگان,قشم,حرا,,231313501,1000417319
3729,شهرستان,ابوموسی,هرمزگان,,,,2314,1000002988
3730,بخش,مرکزی,هرمزگان,ابوموسی,,,231410,1000011237
3731,دهستان,سیری,هرمزگان,ابوموسی,مرکزی,,23141010,1000031938
3732,شهر,ابو موسی,هرمزگان,ابوموسی,مرکزی,,231410500,1000049013
3733,بخش,تنب,هرمزگان,ابوموسی,,,231411,1000011245
3734,دهستان,تنب,هرمزگان,ابوموسی,تنب,,23141110,1000031946
3735,شهرستان,جاسک,هرمزگان,,,,2315,1000002996
3736,بخش,مرکزی,هرمزگان,جاسک,,,231510,1000011252
3737,دهستان,جاسک,هرمزگان,جاسک,مرکزی,,23151010,1000031953
3738,دهستان,کنگان,هرمزگان,جاسک,مرکزی,,23151011,1000031961
3739,دهستان,گابریک,هرمزگان,جاسک,مرکزی,,23151012,1000031979
3740,شهر,بندر جاسک,هرمزگان,جاسک,مرکزی,,231510500,1000049021
3741,بخش,لیردف,هرمزگان,جاسک,,,231511,1000011260
3742,دهستان,سورک,هرمزگان,جاسک,لیردف,,23151110,1000031987
3743,دهستان,پی وشک,هرمزگان,جاسک,لیردف,,23151111,1000031995
3744,شهر,لیردف,هرمزگان,جاسک,لیردف,,231511500,1000053619
3745,شهرستان,رودان,هرمزگان,,,,2316,1000003002
3746,بخش,مرکزی,هرمزگان,رودان,,,231610,1000011278
3747,دهستان,آب نما,هرمزگان,رودان,مرکزی,,23161010,1000032001
3748,دهستان,فاریاب,هرمزگان,رودان,مرکزی,,23161011,1000032019
3749,دهستان,راهدار,هرمزگان,رودان,مرکزی,,23161012,1000032027
3750,دهستان,برنطین,هرمزگان,رودان,مرکزی,,23161013,1000032068
3751,شهر,دهبارز,هرمزگان,رودان,مرکزی,,231610500,1000049039
3752,بخش,رودخانه,هرمزگان,رودان,,,231611,1000011286
3753,دهستان,رودخانه,هرمزگان,رودان,رودخانه,,23161110,1000032035
3754,دهستان,مسافر آباد,هرمزگان,رودان,رودخانه,,23161111,1000032043
3755,دهستان,رودخانه بر,هرمزگان,رودان,رودخانه,,23161112,1000032050
3756,شهر,زیارتعلی,هرمزگان,رودان,رودخانه,,231611500,1000049047
3757,بخش,بیکاه,هرمزگان,رودان,,,231612,1000011294
